client_id,client_mean,client_std,client_median,client_max,zero_share,day_mean,night_mean,weekday_mean,weekend_mean,log_mean_scale,cv,peak_to_mean,night_day_ratio,weekend_weekday_ratio,cluster
MT_001,5.481668407126442,6.138152320430282,2.2208121827411174,24.428934010152275,0.0,5.665208625841524,5.175735167763632,5.6897657132144275,4.960396412285984,1.8689779474599724,1.1197578304576192,4.4564697517449225,0.9135984874714023,0.8718087781150197,0
MT_002,27.953477354041528,6.338388002197547,27.916073968705525,43.918918918918926,0.0,30.574215414640946,23.585111172429816,27.747498436961735,28.469442904099456,3.365690312662029,0.22674766557458315,1.5711427473312773,0.7714050267038234,1.0260179925263506,0
MT_003,3.8759189855495415,11.250907853008169,1.73761946133797,81.6681146828845,0.0,3.3891981911280604,4.687207488663693,3.7827270239996778,4.109359584149379,1.5843085965403765,2.902764187619134,21.070591073098655,1.382980101645396,1.086345563563482,2
MT_004,108.08019998394624,37.04488498892575,98.57723577235772,245.9349593495935,0.0,112.56218123109664,100.60942844785784,106.03521583566555,113.2027697395618,4.692083391345218,0.34275363634497225,2.275485580441818,0.8938119216362881,1.0675958753084995,0
MT_005,48.77495908749133,16.94257085659126,46.036585365853625,106.70731707317076,0.0,48.42910160242803,49.35145017758614,49.51848693846397,46.91246382802811,3.9075120280009785,0.347362000910756,2.1877475079843065,1.0190451268800864,0.9473725320525308,0
MT_006,186.67946374600615,61.08860620242935,180.059523809524,414.43452380952374,0.0,205.3930739768506,155.48676146976794,188.69622383771667,181.62759365751947,5.23473552762277,0.3272379387867022,2.2200326339755936,0.757020433498591,0.9625395799564478,0
MT_007,6.08529118871395,6.950142405739121,3.533069530808365,34.765404183154345,0.0,5.910098665351663,6.377310107289886,6.107678157944602,6.029213095591686,1.958020971622571,1.1421197061912303,5.71301289862722,1.079051243960575,0.9871514294241039,0
MT_008,254.47137097348667,56.565918258158874,253.36700336700324,437.71043771043776,0.0,276.4314648744049,217.86728108598075,257.10155782047525,247.8829015199072,5.543110352381182,0.2222879368271769,1.720077267769623,0.7881420926649816,0.9641438736499456,3
MT_009,53.10651733668306,20.930990798822105,48.07692307692307,126.98645104895031,0.0,57.295114842443176,46.12477125239083,55.887604219856826,46.140051817885514,3.990954646927265,0.3941321688410255,2.391164653713576,0.8050383235786659,0.8255863568692469,0
MT_010,55.749926282447085,25.14909155928072,50.26881720430105,139.6626344086017,0.0,60.99345219525384,47.00977723272837,59.63942033400936,46.006963428710264,4.038654357372952,0.4511052969077371,2.505162224778624,0.7707346909122729,0.7714185593499007,0
MT_011,39.67457546499835,12.090445889231253,37.444113263785354,84.01639344262296,0.0,42.06500829713246,35.69009258198921,40.00311759859194,38.85159598204886,3.7056032158041265,0.3047403204728545,2.1176375873351914,0.8484506610668033,0.9712139603658486,0
MT_012,146.3829061211959,42.16726581180531,143.085106382979,284.04255319148933,0.0,163.74435571362693,117.41855226160693,151.55198090941553,133.4443306010929,4.993034003703245,0.288061386732407,1.9404078065798325,0.717084534480781,0.8805184926990117,0
MT_013,73.1781852374236,39.94156072747956,52.23880597014925,169.36152570480925,0.0,89.86089860176872,45.370674836457155,84.91014526091467,43.79028820117866,4.306470107451371,0.5458123228905937,2.314371448425625,0.5048989103540417,0.5157249809121,0
MT_014,44.257074784805134,17.85344103205778,39.885130823229076,106.25398851308213,0.0,51.36737851981779,32.405294996514286,47.61573502257676,35.843820644002896,3.8123590067602025,0.40340300584342675,2.4008356860766957,0.6308534642365975,0.7527724416998565,0
MT_015,36.70190925373665,22.509656614444236,39.12706611570245,85.35834194214881,0.21426832237643048,40.99361627781598,29.5431783731643,38.37440937785008,32.493452177735485,3.629710736506824,0.6133100685777491,2.3257187547067693,0.7206773602547042,0.8467477216473763,0
MT_016,32.754237077608934,11.064208457437903,29.6127562642369,71.11973234624121,0.0,33.65150074020875,31.258636926408144,32.09159128507327,34.41412735029535,3.5191059524789354,0.33779462038074093,2.171313301072923,0.9288925293050374,1.072371772433255,0
MT_017,49.04011939022621,12.89574723507648,49.4159928122192,88.62196765498614,0.0,54.535836442650975,39.87960660321838,49.25681554917396,48.49730775478297,3.9128250714916715,0.2629631568151332,1.8071316033813045,0.7312549305557241,0.9845804558876262,0
MT_018,243.66299723384356,82.8874911683374,245.2076677316295,490.8506389776344,0.0,275.39168098289673,190.77617456347116,253.72670577935185,218.4539758984495,5.499881742152101,0.34017265119276074,2.014465160509838,0.6927448460139611,0.8609813721327771,3
MT_019,8.251574211982742,2.3842035964137605,7.663316582914573,16.834170854271377,0.0,8.631609044578145,7.618114754319689,8.233598213792389,8.296603071856456,2.2247937221237115,0.2889388916314373,2.0401138038226914,0.8825823654839033,1.0076509418991473,0
MT_020,40.37485116736093,10.825469702849782,38.98678414096915,75.67070484581458,0.0,41.862348932193804,37.89542179255622,40.57012950076319,39.88568997486247,3.722673236527275,0.26812401058114593,1.8742034686421867,0.9052385665589701,0.9831292291738893,0
MT_021,161.86848121122483,48.76113039171147,158.37696335078525,334.4240837696334,0.0,179.1779328317147,133.01629479168716,164.53750459425189,155.18272842902357,5.092943011382199,0.30123917278058937,2.0660233580186893,0.7423698067379704,0.943144964913946,0
MT_022,27.16073413998333,12.04413073279437,23.8169364881694,58.063511830635115,0.0,31.71920176835257,19.56247160199226,29.277842008453643,21.857498540079234,3.337928601261925,0.44343890840104805,2.1377732337296247,0.6167388945494057,0.7465540345571845,0
MT_023,9.708518498631292,3.6773046258639703,8.7401055408971,20.943271767810014,0.0,10.43810147168649,8.492416197493613,9.544866039382192,10.118458663148632,2.3710395460987512,0.378770544514794,2.157203511403669,0.8135970017688927,1.0600932501794509,0
MT_024,30.832261016841663,9.933067021282415,31.03566529492455,59.6707818930041,0.0,34.479068566680986,24.750242682279698,31.70021409955655,28.66398563057799,3.4604802729163944,0.3221646247159876,1.9353352810245419,0.7178336461171327,0.9042202837606743,0
MT_025,216.02823510802367,72.49337225257875,205.607476635514,445.0934579439253,0.0,239.94468446645817,176.16320237838164,218.740992124449,209.23293204498654,5.380027460781323,0.3355735830577565,2.060348440646541,0.7341825280617216,0.9565327488348389,3
MT_026,20.682438733065357,8.276153777782019,18.008474576271176,54.352754237287776,0.0,21.393055396190537,19.49795034563156,20.567940740085913,20.969249736665702,3.0765026579326964,0.40015347721137107,2.6279651379187596,0.9114145160844298,1.0195108886466593,0
MT_027,19.600193686630647,7.314347514419265,17.509135200974423,46.13276492082825,0.0,19.796479187919314,19.273016026771725,19.457591754641953,19.957403469656,3.025300478014958,0.3731771175117125,2.353688036022582,0.9735572728993263,1.0256867069907427,0
MT_028,66.51598988433561,20.831574871138876,61.597690086621775,145.22256977863287,0.0,68.27763096738482,63.57960587594301,64.23918896881233,72.21924754490139,4.21236445700049,0.3131814136051899,2.183272746875335,0.9311921878834977,1.1242239739004734,0
MT_029,77.45834614468923,30.590030587851132,84.69004383218535,135.5807764558543,0.0,84.56697216371604,65.60936285021249,88.1602017473911,50.65080248453139,4.36256786159785,0.3949222796661232,1.7503699175153502,0.7758271747618608,0.5745313161186943,0
MT_030,36.827529444785476,10.45093360594168,33.61498897869215,77.8646216017633,0.0,35.99889426035853,38.209669706031825,36.55607534750267,37.506825696346276,3.633037129739571,0.28378039270341365,2.1143042075483645,1.0614120204794053,1.0260077177248563,0
MT_031,89.40316234874916,25.009723542720728,85.11513157894737,182.97697368421063,0.0,98.26128198276153,74.63804300178172,88.5615206698025,91.51142720413321,4.504279248520235,0.2797408960518909,2.0466496755891757,0.7595874376949556,1.0333090057502423,0
