datetime,client_id,actual_kwh,Naïve (Lag-24h),XGBoost,LightGBM,XGBoost-Optuna
2014-12-30 23:00:00,MT_001,2.85532994923858,2.85532994923858,3.9129257,57.362807977495976,1.035588
2014-12-31 00:00:00,MT_001,3.17258883248731,3.17258883248731,2.7002404,57.362807977495976,0.808913
2014-12-31 01:00:00,MT_001,2.85532994923858,2.85532994923858,2.8145642,57.362807977495976,1.6827388
2014-12-31 02:00:00,MT_001,2.85532994923858,2.8553299492385773,2.6354585,57.362807977495976,0.86978126
2014-12-31 03:00:00,MT_001,2.85532994923858,2.85532994923858,2.8145642,57.362807977495976,1.2829578
2014-12-31 04:00:00,MT_001,2.85532994923858,2.85532994923858,2.671865,57.362807977495976,1.2829578
2014-12-31 05:00:00,MT_001,2.85532994923858,2.85532994923858,2.8145642,57.362807977495976,1.6095418
2014-12-31 06:00:00,MT_001,2.85532994923858,2.8553299492385773,2.680471,57.362807977495976,0.82507086
2014-12-31 07:00:00,MT_001,2.85532994923858,2.85532994923858,3.5166042,57.362807977495976,0.7976916
2014-12-31 08:00:00,MT_001,1.9035532994923825,1.5862944162436525,4.2327995,57.362807977495976,2.6039338
2014-12-31 09:00:00,MT_001,1.5862944162436525,1.2690355329949226,3.8463576,57.362807977495976,2.6551733
2014-12-31 10:00:00,MT_001,2.5380710659898473,1.2690355329949226,3.63083,57.362807977495976,0.0928801
2014-12-31 11:00:00,MT_001,1.903553299492385,1.2690355329949226,3.7735293,57.362807977495976,0.0928801
2014-12-31 12:00:00,MT_001,1.5862944162436525,1.2690355329949226,3.63083,57.362807977495976,0.0928801
2014-12-31 13:00:00,MT_001,1.5862944162436525,0.9517766497461925,3.5627444,57.362807977495976,-0.037124764
2014-12-31 14:00:00,MT_001,1.26903553299492,0.9517766497461899,3.5627444,57.362807977495976,0.114177555
2014-12-31 15:00:00,MT_001,3.8071065989847725,3.4898477157360426,4.5920362,57.362807977495976,1.045932
2014-12-31 16:00:00,MT_001,2.85532994923858,3.48984771573604,3.8354027,57.362807977495976,0.6079345
2014-12-31 17:00:00,MT_001,1.903553299492385,2.5380710659898473,3.8780491,57.362807977495976,0.060691193
2014-12-31 18:00:00,MT_001,2.2208121827411174,2.53807106598985,3.7207477,57.362807977495976,0.5765755
2014-12-31 19:00:00,MT_001,2.2208121827411174,2.85532994923858,3.863446,57.362807977495976,0.06834276
2014-12-31 20:00:00,MT_001,2.2208121827411174,2.53807106598985,3.7207477,57.362807977495976,1.9186363
2014-12-31 21:00:00,MT_001,2.5380710659898473,3.17258883248731,3.7648733,57.362807977495976,1.9984506
2014-12-31 22:00:00,MT_001,1.903553299492385,2.85532994923858,3.770242,57.362807977495976,1.9644712
2014-12-30 23:00:00,MT_002,21.692745376955898,21.3371266002845,20.325798,57.362807977495976,20.614407
2014-12-31 00:00:00,MT_002,19.73684210526315,19.55903271692745,18.588251,57.362807977495976,18.674906
2014-12-31 01:00:00,MT_002,18.314366998577498,17.6031294452347,16.009447,57.362807977495976,17.310104
2014-12-31 02:00:00,MT_002,17.2475106685633,17.0697012802276,14.74646,57.362807977495976,15.568963
2014-12-31 03:00:00,MT_002,16.5362731152205,16.3584637268848,14.74646,57.362807977495976,15.568963
2014-12-31 04:00:00,MT_002,16.7140825035562,16.536273115220503,14.74646,57.362807977495976,15.568963
2014-12-31 05:00:00,MT_002,17.7809388335704,17.6031294452347,14.941704,57.362807977495976,16.467255
2014-12-31 06:00:00,MT_002,18.314366998577498,18.136557610241802,16.809763,57.362807977495976,17.646046
2014-12-31 07:00:00,MT_002,21.1593172119488,22.0483641536273,21.476665,57.362807977495976,22.13011
2014-12-31 08:00:00,MT_002,24.359886201991475,25.9601706970128,24.564169,58.14615324283801,27.110437
2014-12-31 09:00:00,MT_002,27.204836415362728,27.91607396870555,26.046904,59.756003695629865,28.623554
2014-12-31 10:00:00,MT_002,28.09388335704125,27.560455192034127,26.435751,61.38130476111374,27.488136
2014-12-31 11:00:00,MT_002,27.7382645803698,27.73826458036985,25.246614,59.756003695629865,26.818514
2014-12-31 12:00:00,MT_002,28.093883357041275,28.09388335704125,24.628145,59.756003695629865,27.236053
2014-12-31 13:00:00,MT_002,26.4935988620199,27.560455192034127,24.262232,58.969775995269366,26.292364
2014-12-31 14:00:00,MT_002,26.4935988620199,27.027027027027025,24.262232,58.969775995269366,25.155523
2014-12-31 15:00:00,MT_002,28.627311522048377,23.2930298719772,24.473366,58.969775995269366,24.31062
2014-12-31 16:00:00,MT_002,28.805120910384097,22.937411095305798,24.469307,59.756003695629865,24.282381
2014-12-31 17:00:00,MT_002,28.271692745376953,24.3598862019915,25.03177,59.756003695629865,24.867537
