datetime,client_id,actual_kwh,Naive_24h,Naive_168h,Naive_Blend,LightGBM,XGBoost,LGB_XGB_Blend,selected_model,Routed_Best,Chicken_Dinner
2014-12-31 00:00:00,MT_001,3.17258883248731,3.17258883248731,1.903553299492385,2.7918781725888326,2.702898300551092,1.8349501,2.3123215876763004,Naive_Blend,2.7918781725888326,3.683389840116738
2014-12-31 01:00:00,MT_001,2.85532994923858,2.85532994923858,2.85532994923858,2.85532994923858,2.9842767978324094,2.415178,2.7281823779679817,Naive_Blend,2.85532994923858,5.243323234285977
2014-12-31 02:00:00,MT_001,2.85532994923858,2.8553299492385773,2.2208121827411174,2.664974619289339,2.3720287780113845,0.0,1.3046158279062616,Naive_Blend,2.664974619289339,2.4963694710190083
2014-12-31 03:00:00,MT_001,2.85532994923858,2.85532994923858,2.2208121827411174,2.664974619289341,2.3720287780113845,0.0,1.3046158279062616,Naive_Blend,2.664974619289341,1.551347892159968
2014-12-31 04:00:00,MT_001,2.85532994923858,2.85532994923858,2.53807106598985,2.760152284263961,2.3720287780113845,0.0,1.3046158279062616,Naive_Blend,2.760152284263961,2.089900084653045
2014-12-31 05:00:00,MT_001,2.85532994923858,2.85532994923858,2.85532994923858,2.85532994923858,2.6534072752927056,0.04813683,1.4810355735693248,Naive_Blend,2.85532994923858,3.1112812863292167
2014-12-31 06:00:00,MT_001,2.85532994923858,2.8553299492385773,2.2208121827411174,2.664974619289339,2.5346020035266807,0.0,1.3940311019396745,Naive_Blend,2.664974619289339,1.551347892159968
2014-12-31 07:00:00,MT_001,2.85532994923858,2.85532994923858,2.2208121827411174,2.664974619289341,3.130862020566996,2.719106,2.9455717570714306,Naive_Blend,2.664974619289341,1.551347892159968
2014-12-31 08:00:00,MT_001,1.9035532994923825,1.5862944162436525,1.2690355329949226,1.4911167512690335,4.211568738737465,3.8291123,4.039463349327761,Naive_Blend,1.4911167512690335,2.998333727057058
2014-12-31 09:00:00,MT_001,1.5862944162436525,1.2690355329949226,2.5380710659898473,1.6497461928933999,3.402883259145428,3.763519,3.5651692809943407,Naive_Blend,1.6497461928933999,3.8552933593432703
2014-12-31 10:00:00,MT_001,2.5380710659898473,1.2690355329949226,1.2690355329949226,1.2690355329949226,3.0832893972145397,3.6661642,3.3455830046038613,Naive_Blend,1.2690355329949226,2.790463791768647
2014-12-31 11:00:00,MT_001,1.903553299492385,1.2690355329949226,0.9517766497461899,1.1738578680203027,3.0832893972145397,3.9272873,3.463088435779093,Naive_Blend,1.1738578680203027,2.2768581263540457
2014-12-31 12:00:00,MT_001,1.5862944162436525,1.2690355329949226,0.9517766497461899,1.1738578680203027,2.9347674735212217,3.5148115,3.195787268708462,Naive_Blend,1.1738578680203027,2.233409137531986
2014-12-31 13:00:00,MT_001,1.5862944162436525,0.9517766497461925,0.9517766497461899,0.9517766497461917,2.7980940367458444,3.3111935,3.0289886846267184,Naive_Blend,0.9517766497461917,1.690951510334581
2014-12-31 14:00:00,MT_001,1.26903553299492,0.9517766497461899,0.9517766497461899,0.9517766497461899,3.004831632008099,2.5985358,2.8219984849457633,Naive_Blend,0.9517766497461899,1.690951510334581
2014-12-31 15:00:00,MT_001,3.8071065989847725,3.4898477157360426,0.9517766497461899,2.7284263959390866,3.471993004900035,3.2847745,3.387744613083203,Naive_Blend,2.7284263959390866,1.9374151945403715
2014-12-31 16:00:00,MT_001,2.85532994923858,3.48984771573604,0.9517766497461899,2.728426395939085,3.4835234272898066,3.3147283,3.4075655781856633,Naive_Blend,2.728426395939085,1.9374151945403715
2014-12-31 17:00:00,MT_001,1.903553299492385,2.5380710659898473,1.5862944162436525,2.2525380710659886,3.761959315634431,3.5980358,3.68819369148529,Naive_Blend,2.2525380710659886,1.6105900619602678
2014-12-31 18:00:00,MT_001,2.2208121827411174,2.53807106598985,1.903553299492385,2.3477157360406107,3.849639686627643,3.4909716,3.68823898432245,Naive_Blend,2.3477157360406107,5.336635718552566
2014-12-31 19:00:00,MT_001,2.2208121827411174,2.85532994923858,1.5862944162436525,2.474619289340102,3.923961418546556,3.1327655,3.5679232813144974,Naive_Blend,2.474619289340102,5.86394116401681
2014-12-31 20:00:00,MT_001,2.2208121827411174,2.53807106598985,1.903553299492385,2.3477157360406107,3.9141447263673577,3.330495,3.6515023911738,Naive_Blend,2.3477157360406107,6.062483904296766
2014-12-31 21:00:00,MT_001,2.5380710659898473,3.17258883248731,1.903553299492385,2.7918781725888326,4.036959631553487,2.8907752,3.5211766390215935,Naive_Blend,2.7918781725888326,6.062483904296766
2014-12-31 22:00:00,MT_001,1.903553299492385,2.85532994923858,2.2208121827411174,2.664974619289341,3.558267836271782,2.801936,3.2179184819007745,Naive_Blend,2.664974619289341,4.55716393244869
2014-12-31 23:00:00,MT_001,2.2208121827411174,2.85532994923858,1.5862944162436525,2.474619289340102,3.558267836271782,2.3980923,3.03618880756148,Naive_Blend,2.474619289340102,2.7944291155588736
2014-12-31 00:00:00,MT_002,19.73684210526315,19.55903271692745,20.448079658605998,19.825746799431016,19.289065463844487,19.572672,19.416688069628627,Naive_Blend,19.825746799431016,22.15970775596616
2014-12-31 01:00:00,MT_002,18.314366998577498,17.6031294452347,18.136557610241802,17.76315789473683,16.953421326792448,16.846659,16.90537776626539,Naive_Blend,17.76315789473683,19.88714751983454
2014-12-31 02:00:00,MT_002,17.2475106685633,17.0697012802276,17.069701280227598,17.069701280227598,15.032024432966981,13.418008,14.305717018606694,Naive_Blend,17.069701280227598,17.574916864382555
2014-12-31 03:00:00,MT_002,16.5362731152205,16.3584637268848,16.5362731152205,16.41180654338551,14.504905892590527,13.418008,14.015801821399645,Naive_Blend,16.41180654338551,15.785011432717239
2014-12-31 04:00:00,MT_002,16.7140825035562,16.536273115220503,16.714082503556202,16.589615931721212,15.032024432966981,13.418008,14.305717018606694,Naive_Blend,16.589615931721212,15.785011432717239
2014-12-31 05:00:00,MT_002,17.7809388335704,17.6031294452347,17.0697012802276,17.44310099573257,15.032024432966981,13.418008,14.305717018606694,Naive_Blend,17.44310099573257,16.62989528552352
